date,dhw,reef_break
2019-05-01 00:00:00+00:00,1.446774193548387,Padang Padang
2019-06-01 00:00:00+00:00,1.1913333333333334,Padang Padang
2019-07-01 00:00:00+00:00,0.13451612903225807,Padang Padang
2019-08-01 00:00:00+00:00,0.0,Padang Padang
2019-09-01 00:00:00+00:00,0.0,Padang Padang
2019-10-01 00:00:00+00:00,0.0,Padang Padang
2019-11-01 00:00:00+00:00,0.0,Padang Padang
2019-12-01 00:00:00+00:00,0.0,Padang Padang
2020-01-01 00:00:00+00:00,0.44419354838709674,Padang Padang
2020-02-01 00:00:00+00:00,4.999310344827586,Padang Padang
2020-03-01 00:00:00+00:00,10.658064516129034,Padang Padang
2020-04-01 00:00:00+00:00,15.213666666666667,Padang Padang
2020-05-01 00:00:00+00:00,11.8,Padang Padang
2020-06-01 00:00:00+00:00,6.113,Padang Padang
2020-07-01 00:00:00+00:00,0.99,Padang Padang
2020-08-01 00:00:00+00:00,0.0,Padang Padang
2020-09-01 00:00:00+00:00,0.0,Padang Padang
2020-10-01 00:00:00+00:00,0.0,Padang Padang
2020-11-01 00:00:00+00:00,0.0,Padang Padang
2020-12-01 00:00:00+00:00,0.0,Padang Padang
2021-01-01 00:00:00+00:00,0.0,Padang Padang
2021-02-01 00:00:00+00:00,0.0,Padang Padang
2021-03-01 00:00:00+00:00,0.0,Padang Padang
2021-04-01 00:00:00+00:00,0.0,Padang Padang
2021-05-01 00:00:00+00:00,0.0,Padang Padang
2021-06-01 00:00:00+00:00,0.0,Padang Padang
2021-07-01 00:00:00+00:00,0.0,Padang Padang
2021-08-01 00:00:00+00:00,0.0,Padang Padang
2021-09-01 00:00:00+00:00,0.0,Padang Padang
2021-10-01 00:00:00+00:00,0.0,Padang Padang
2021-11-01 00:00:00+00:00,0.0,Padang Padang
2021-12-01 00:00:00+00:00,0.26903225806451614,Padang Padang
2022-01-01 00:00:00+00:00,0.64,Padang Padang
2022-02-01 00:00:00+00:00,0.64,Padang Padang
2022-03-01 00:00:00+00:00,0.9487096774193549,Padang Padang
2022-04-01 00:00:00+00:00,4.110666666666667,Padang Padang
2022-05-01 00:00:00+00:00,5.112258064516129,Padang Padang
2022-06-01 00:00:00+00:00,3.8513333333333337,Padang Padang
2022-07-01 00:00:00+00:00,0.5251612903225806,Padang Padang
2022-08-01 00:00:00+00:00,0.0464516129032258,Padang Padang
2022-09-01 00:00:00+00:00,0.0,Padang Padang
2022-10-01 00:00:00+00:00,0.0,Padang Padang
2022-11-01 00:00:00+00:00,0.0,Padang Padang
2022-12-01 00:00:00+00:00,0.0,Padang Padang
2023-01-01 00:00:00+00:00,0.0,Padang Padang
2023-02-01 00:00:00+00:00,0.0,Padang Padang
2023-03-01 00:00:00+00:00,0.0,Padang Padang
2023-04-01 00:00:00+00:00,0.0,Padang Padang
2023-05-01 00:00:00+00:00,0.0,Padang Padang
2023-06-01 00:00:00+00:00,0.0,Padang Padang
2023-07-01 00:00:00+00:00,0.0,Padang Padang
2023-08-01 00:00:00+00:00,0.0,Padang Padang
2023-09-01 00:00:00+00:00,0.0,Padang Padang
2023-10-01 00:00:00+00:00,0.0,Padang Padang
2023-11-01 00:00:00+00:00,0.0,Padang Padang
2023-12-01 00:00:00+00:00,0.025806451612903226,Padang Padang
2024-01-01 00:00:00+00:00,0.4036666666666667,Padang Padang
2024-02-01 00:00:00+00:00,2.2800000000000002,Padang Padang
2024-03-01 00:00:00+00:00,7.831612903225807,Padang Padang
2024-04-01 00:00:00+00:00,11.381333333333334,Padang Padang
2024-05-01 00:00:00+00:00,8.782580645161291,Padang Padang
2024-06-01 00:00:00+00:00,3.1653333333333338,Padang Padang
2024-07-01 00:00:00+00:00,0.07185185185185185,Padang Padang
2024-08-01 00:00:00+00:00,0.0,Padang Padang
2024-09-01 00:00:00+00:00,0.0,Padang Padang
2024-10-01 00:00:00+00:00,0.0,Padang Padang
2024-11-01 00:00:00+00:00,0.5746666666666667,Padang Padang
2024-12-01 00:00:00+00:00,3.6106451612903228,Padang Padang
2019-01-01 00:00:00+00:00,0.0,G-land
2019-02-01 00:00:00+00:00,0.275,G-land
2019-03-01 00:00:00+00:00,1.8258064516129033,G-land
2019-04-01 00:00:00+00:00,3.0886666666666667,G-land
2019-05-01 00:00:00+00:00,2.7761290322580647,G-land
2019-06-01 00:00:00+00:00,1.4743333333333333,G-land
2019-07-01 00:00:00+00:00,0.13645161290322583,G-land
2019-08-01 00:00:00+00:00,0.0,G-land
2019-09-01 00:00:00+00:00,0.0,G-land
2019-10-01 00:00:00+00:00,0.0,G-land
2019-11-01 00:00:00+00:00,0.0,G-land
2019-12-01 00:00:00+00:00,0.0,G-land
2020-01-01 00:00:00+00:00,0.34935483870967743,G-land
2020-02-01 00:00:00+00:00,4.875862068965517,G-land
2020-03-01 00:00:00+00:00,10.620000000000001,G-land
2020-04-01 00:00:00+00:00,15.469666666666665,G-land
2020-05-01 00:00:00+00:00,12.05967741935484,G-land
2020-06-01 00:00:00+00:00,6.237,G-land
2020-07-01 00:00:00+00:00,1.003548387096774,G-land
2020-08-01 00:00:00+00:00,0.0,G-land
2020-09-01 00:00:00+00:00,0.0,G-land
2020-10-01 00:00:00+00:00,0.0,G-land
